LY86_Treated_Sample1 LY86_Treated_Sample2 LY86_Treated_Sample3 LY86_Treated_Sample4 LY86_Treated_SampleComb
CTC1 -0.362952175 0.108013639 -0.019656154 -0.249983711 -0.1311446
CTCF -0.055038288 -0.105746228 -0.464245003 -0.083208174 -0.177059423
CTDNEP1 0.079719927 0.060732939 -0.161372207 0.053099233 0.008044973
CTDP1 -0.153519628 -0.565357543 0.024330462 -0.372889973 -0.26685917
CTDSP1 0.082565402 0.125458046 -0.342847836 -0.131192163 -0.066504138
CTDSP2 0.185269348 -0.016375298 -0.195392616 0.038946825 0.003112065
CTDSPL -0.278266253 -0.249513693 -0.432159935 -0.586488082 -0.386606991
CTDSPL2 -0.020262369 -0.445217005 -0.612008178 0.15438353 -0.230776006
CTF1 0.392593988 0.651437186 0.369037455 0.658544072 0.517903175
CTH -0.20080137 -0.748717511 0.047224803 -0.755653558 -0.414486909
CTHRC1 1.0545783 0.956374273 2.575635587 2.798106103 1.846173566
CTIF 0.17839447 0.024170358 -0.5508864 -0.078817956 -0.106784882
CTLA4 0.426092557 0.127306247 0.035837201 0.127306247 0.179135563
CTNNA1 -0.037145695 -0.04858434 -0.233883251 -0.063645286 -0.095814643
CTNNAL1 -0.395645534 -0.104002938 0.380121299 0.101983228 -0.004385986
CTNNB1 -0.245724024 -0.079487812 0.196216354 -0.017365418 -0.036590225
CTNNBIP1 -0.000409848 -0.735119647 -0.620642565 -0.297514391 -0.413421613
CTNNBL1 -0.126787971 -0.029139946 -0.367234829 -0.241409454 -0.19114305
CTNND1 -0.064433509 -0.086301595 -0.513694026 0.063160895 -0.150317059
CTNND2 0.5209062 -0.024880824 -0.00083535 0.402229507 0.224354883
CTNS 0.289427396 -0.089441645 -0.256959733 -0.085459963 -0.035608486
CTPS1 0.011773787 -0.596496114 -0.324331649 -0.295125296 -0.301044818
CTPS2 -0.006296464 -0.271316666 0.223596975 0.186614926 0.033149693
CTR9 -0.06981667 -0.141355854 -0.168982322 0.051447082 -0.082176941
CTRL 0.786163021 0.864132997 0.511146198 -0.162447602 0.499748654
CTSA 0.486733052 0.386279517 0.259170663 0.496040311 0.407055885
CTSB 0.668468832 0.822653283 0.421779494 0.940512636 0.713353561
CTSC 1.029006305 0.818866235 0.599417025 0.984320996 0.85790264
CTSD 0.298941348 0.328180531 0.295044929 0.120106898 0.260568427
CTSE 1.659600769 -0.322765396 -0.568675624 -0.6473876 0.030193037
CTSF 0.97134781 0.480017163 0.536919554 0.273087859 0.565343096
CTSH 1.330904394 1.260265445 0.818356904 1.279385912 1.172228164
CTSK 0.699819734 -0.048012037 0.842714772 1.572887204 0.766852418
CTSL 0.651075641 0.40289301 0.777378739 0.903367993 0.683678846
CTSO 0.630079983 1.071963496 0.398355485 0.840563185 0.735240537
CTSS 1.388198716 1.573167452 1.424032315 1.625480446 1.502719732
CTSW 1.443696514 0.788590761 -0.045876006 1.020971591 0.801845715
CTSZ 0.282637934 0.135580321 0.072230017 -0.041771798 0.112169118
CTTN -0.155468837 -0.099304832 -0.170756936 -0.13446626 -0.139999216
CTTNBP2 0.016384697 0.214104756 -0.463649059 -0.297971029 -0.132782659
CTTNBP2NL 0.183445341 0.003132069 -0.380069343 0.068356196 -0.031283934
CTU1 0.152810271 0.152257169 -0.3881499 -0.055422754 -0.034626303
CTU2 -0.365490026 -0.554747421 -0.300205725 -0.730107307 -0.48763762
CTXN1 -0.068177767 -0.190519277 -0.197362113 -0.306565493 -0.190656162
CTXN3 0.613795217 0.412238051 -0.020721356 -0.020721356 0.246147639
CTXND1 -0.437120495 0.136699751 -0.394913326 -0.731196713 -0.356632696
CUBN -0.434895437 -0.531485486 -0.929549907 -0.27236903 -0.542074965
CUEDC1 0.221369007 0.332868567 -0.27234391 -0.61189848 -0.082501204
CUEDC2 -0.308306718 -0.11112404 -0.10885484 -0.526161539 -0.263611785
CUL1 -0.269587142 -0.302064002 -0.094353913 0.184989259 -0.120253949
CUL2 -0.005965175 0.254336411 0.252169876 0.559190992 0.264933026
CUL3 -0.265028789 -0.208608949 -0.085911122 0.080611474 -0.119734346
CUL4A -0.085125251 -0.029751453 0.226346905 -0.075443544 0.009006664
CUL4B -0.156240133 -0.153060427 -0.127646443 0.109480834 -0.081866542
CUL5 -0.143503585 -0.122158754 -0.310246658 -0.029356601 -0.1513164
CUL7 -0.017970588 0.040053456 -0.113153311 -0.23611813 -0.081797143
CUL9 -0.029214593 -0.004707402 0.144103887 0.181947238 0.073032283
CUTA -0.107137303 -0.141327652 0.230967993 -0.172805262 -0.047575556
CUTC -0.187354019 -0.057120645 -0.018003155 0.057186854 -0.051322742
CUX1 0.084639816 0.003189816 -0.492626916 -0.191305123 -0.149025602
CUX2 0.106125234 0.012848032 -0.105796465 -0.025626116 -0.003112329
CWC15 -0.125244899 -0.096766808 0.084027174 0.005676573 -0.03307699
CWC22 -0.211898972 -0.05940992 -0.18887944 -0.235315013 -0.173875836
CWC25 0.044056133 0.305472638 -0.127894599 0.28493863 0.1266432
CWC27 -0.24583432 -0.381107451 -0.008441994 -0.142211189 -0.194398739
CWF19L1 -0.213640638 -0.305626323 -0.211149784 -0.134392585 -0.216202332
CWF19L2 -0.029714465 -0.0246783 -0.203983356 -0.03741179 -0.073946978
CWH43 1.49789797 -0.26183874 -0.318422268 -0.318422268 0.149803674
CX3CL1 0.36857699 0.191965538 -0.772263331 0.488315424 0.069148655
CX3CR1 0.239268217 0.484470091 -0.402000964 1.014984808 0.334180538
CXADR 1.071089682 0.432680854 -0.675722739 -0.076927965 0.187779958
CXCL1 0.736455405 -0.669413863 1.674540538 0.691922616 0.608376174
CXCL10 0.894781747 0.482508168 0.375665401 0.868379417 0.655333683
CXCL11 0.135066749 0.083719894 0.187149484 0.214116532 0.155013165
CXCL12 2.098502411 0.949283001 2.304880996 2.426820446 1.944871714
CXCL13 0.935060018 0.857843842 1.413718764 2.126984523 1.333401787
CXCL14 1.503440618 -0.618260235 -0.127533804 0.394354491 0.288000268
CXCL16 1.526855239 1.084312394 0.731492487 1.159910013 1.125642533
CXCL2 0.745329447 -0.257309223 1.411813725 -0.309210325 0.397655906
CXCL3 0.919181491 -0.141940288 1.787146054 0.159715412 0.681025667
CXCL5 1.425402127 0.566831909 3.087869169 1.426812113 1.62672883
CXCL9 1.249163592 1.116208087 0.126569514 1.497353048 0.99732356
CXCR1 0.098013689 0.19640304 0.035248248 0.287311536 0.154244128
CXCR2 0.564768607 -0.316299478 0.397396337 -0.139976706 0.12647219
CXCR3 -0.139576167 -0.666156382 0.041934203 -0.303586302 -0.266846162
CXCR4 0.505475299 -0.21534815 0.216805507 0.995084575 0.375504308
CXCR5 0.080871222 -0.120544429 -0.120544429 0.354540453 0.048580704
CXCR6 1.530473142 1.773339502 0.694951603 1.244493605 1.310814463
CXXC1 0.254127155 0.075645646 -0.415104526 -0.377768375 -0.115775025
CXXC4 0.191570152 -0.078127979 -0.064581447 -0.051160931 -0.000575051
CXXC5 0.486784259 -0.145277209 0.524523237 0.469687371 0.333929414
CYB561 1.329745128 -0.013305012 -0.309698014 0.197261974 0.301001019
CYB561A3 0.511157529 0.494296233 0.119783621 0.470923637 0.399040255
CYB561D1 0.382626006 0.256043098 -0.282966829 -0.105982568 0.062429927
CYB561D2 0.228732027 0.056736429 -0.364763702 -0.598908143 -0.169550847
CYB5A -0.308840995 0.154367738 0.108731903 -0.156300459 -0.050510453
CYB5B -0.24780752 -0.211821621 -0.350200982 -0.255011373 -0.266210374
CYB5D1 -0.059400404 0.056208637 -0.566650471 -0.176312182 -0.186538605
CYB5D2 0.126628805 0.3723423 -0.217694757 0.231999224 0.128318893
CYB5R1 0.291967451 0.075385857 0.117826551 -0.445837175 0.009835671
CYB5R2 0.063115278 -0.139139052 0.170077991 -0.541576515 -0.111880575
CYB5R3 0.093104837 -0.017816518 -0.086860939 -0.046136414 -0.014427258
CYB5R4 -0.042221846 -0.114985694 0.294203528 0.135837932 0.06820848
CYB5RL -0.304532268 -0.207043373 -0.565040722 -0.64000278 -0.429154786
CYBA 0.990015388 0.958338814 0.55547225 0.506439644 0.752566524
CYBB 1.640841659 1.719891024 0.561313241 1.59888637 1.380233074
CYBC1 0.388167727 0.376607935 0.033356735 0.312200485 0.27758322
CYBRD1 0.597634188 0.088824762 -0.25151537 -0.137056646 0.074471734
CYC1 -0.154025921 0.006986151 -0.04214397 -0.045702464 -0.058721551
CYCS -0.337219585 0.376636713 -0.07935768 -0.067907205 -0.026961939
CYFIP1 0.014406666 -0.072022996 -0.236434621 0.018205956 -0.068961249
CYFIP2 -0.10119348 0.137337181 -0.46838388 0.000764128 -0.107869013
CYGB 0.163283062 0.19096622 0.511035 1.007958672 0.468310738
ZFTRAF1 0.004644962 -0.109719723 -0.506083715 -0.41269604 -0.255963629
CYLD 0.353286255 0.422164037 -0.022518316 0.30927611 0.265552022
CYP11A1 0.113020027 0.09165642 -0.230271675 -0.072730398 -0.024581407
CYP17A1 0.403701849 -0.323517718 -0.323517718 -0.323517718 -0.141712827
CYP1B1 0.759657045 -0.465176167 0.432004611 0.720788037 0.361818381
CYP20A1 -0.170505087 -0.340421278 -0.332278104 0.06423511 -0.19474234
CYP26A1 0.85144846 0.040485723 1.053621125 0.206495674 0.538012745
CYP26B1 1.222796552 -0.050337091 -0.281662637 -0.374772042 0.129006195
CYP26C1 0.103187041 0.175465951 -0.064484841 0.028624563 0.060698178
CYP27A1 0.955292451 1.145022411 0.48445092 1.537425385 1.030547792
CYP27B1 0.057294494 -0.186561945 -0.500943231 -0.415695945 -0.261476657
CYP2AB1P 0.165738052 0.707807872 0.163487356 0.051012626 0.272011476
CYP2B6 1.773389804 -0.283009028 -0.472042852 -0.472042852 0.136573768
CYP2E1 0.08372449 0.132161115 -0.094347415 0.401347748 0.130721484
CYP2G1P 0.731977148 -0.460047755 -0.460047755 -0.460047755 -0.162041529
CYP2J2 -0.335604069 -0.070724079 -0.071468568 -0.083683251 -0.140369992
CYP2R1 0.325319222 0.37851677 0.090011677 0.524194225 0.329510474
CYP2S1 0.83985292 -0.260783338 -0.582711433 0.104349256 0.025176851
CYP2U1 -0.10864918 0.233875819 -0.465170215 -0.226485671 -0.141607312
CYP39A1 0.077562027 0.095532735 -0.036024612 0.014973593 0.038010936
CYP46A1 -0.097392542 0.032914359 0.246782708 0.194552749 0.094214318
CYP4B1 0.650394115 -0.249279322 0.613217155 1.005060708 0.504848164
CYP4F3 0.050773415 0.511831122 -0.244215824 -0.514366395 -0.048994421
CYP4F22 1.428732182 -0.323794202 -0.829685132 -0.679125455 -0.100968152
CYP4V2 0.462455318 0.905166346 0.13054881 0.619810895 0.529495342
CYP51A1 -0.217829441 -0.312707621 -0.100389009 -0.573665942 -0.301148003
CYP7B1 0.896514382 0.430581704 1.630313528 1.568085228 1.131373711
CYREN 0.103886403 0.054701354 0.224935185 -0.043048437 0.085118626
CYRIA 0.445654141 0.47488482 -0.512527359 0.294031594 0.175510799
CYRIB -0.065430782 -0.231479144 0.098920796 0.084467766 -0.028380341
CYS1 0.196051751 0.278390212 0.187242324 0.112140869 0.193456289
CYSLTR1 0.969295818 0.956695541 1.11598899 1.410917824 1.113224543
CYSLTR2 0.806680753 0.822519695 0.731917146 1.025062341 0.846544984
CYSRT1 1.104819982 -0.41826239 -0.893347273 -0.893347273 -0.275034238
CYSTM1 0.11337622 0.243446867 0.457324933 0.050659821 0.21620196
CYTH1 0.19336544 -0.031123281 -0.291535733 0.439627575 0.0775835
CYTH2 -0.291507619 -0.08287068 -0.082071093 -0.477839905 -0.233572324
CYTH3 0.041754596 0.223091982 -0.36313501 -0.139581279 -0.059467428
CYTH4 1.535356096 1.406860321 0.595747127 1.273819032 1.202945644
CYTIP 0.776815799 0.301863974 0.07077246 0.423951489 0.393350931
CYYR1 -0.043049943 -0.618536166 0.088856313 0.302686721 -0.067510769
CZIB -0.079529205 0.119208409 0.146005915 -0.084715941 0.025242295
C9orf40 0.005288597 -0.0526917 0.261033302 0.153919558 0.091887439
C17orf80 0.02526276 0.059268792 -0.569931604 -0.29060366 -0.194000928
ZNF781 0.318989282 0.283045814 -0.098341296 0.005898672 0.127398118
C21orf91 1.067206755 0.849321171 0.427297242 0.138827789 0.620663239
C6orf47 -0.131803057 -0.046545981 -0.032421581 -0.298471024 -0.127310411
D2HGDH 0.29161038 0.50411913 -0.082927287 0.167960682 0.220190727
C4orf33 0.230254044 0.245540249 -0.220357413 0.185314668 0.110187887
KIAA0232 0.127556673 0.386212319 0.009155709 0.191988722 0.178728356
KIAA1755 0.05796986 -0.158124934 -0.226511909 -0.198766919 -0.131358475
C9orf152 0.307717949 0.238259635 -0.048621513 -0.087615644 0.102435107
KIAA1549 -0.266480766 -0.532074882 -0.683823957 -0.500415727 -0.495698833
C12orf4 0.136523418 -0.065852448 0.212574008 0.140122214 0.105841798
C10orf90 0.381955901 0.392984362 -0.032037226 0.095718321 0.209655339
C19orf53 -0.025964927 -0.075881282 -0.246051511 -0.643062179 -0.247739975
DAAM1 0.269503771 0.438775415 -0.394405494 0.28489075 0.14969111
DAAM2 -0.293214424 -0.981749248 -0.812240669 -0.334449692 -0.605413508
DAB2 0.668829686 0.190837411 0.449053579 0.872466911 0.545296897
DAB2IP 0.122152793 0.06142917 -0.693296893 -0.303541554 -0.203314121
DACH1 0.563712736 0.151277754 -0.026867754 0.392285853 0.270102147
DACH2 -0.140275778 -0.072065771 0.148622344 0.075160182 0.002860244
DACT1 0.231414481 0.363214593 -0.075828369 0.566090016 0.27122268
DACT2 0.318470123 0.167603457 0.036899766 0.06156182 0.146133791
DACT3 0.02934728 -0.109700243 -0.01327048 0.193042201 0.02485469
DAD1 -0.044005487 -0.114193529 0.005628134 -0.106340053 -0.064727734
DAG1 -0.096578908 -0.043272763 -0.836203209 -0.398086399 -0.34353532
DAGLA -0.297361844 -0.437699131 -0.423840282 -0.577990472 -0.434222932
DAGLB 0.204307591 0.129680445 0.172706348 0.082326202 0.147255147
DALRD3 -0.031629432 0.686063623 1.080731791 0.615771378 0.58773434
DANCR 0.110814514 -0.321534962 -0.01019436 -0.335564522 -0.139119832
DAND5 0.265452703 0.40930712 0.179689714 0.330540034 0.296247393
DAP 0.19391058 -0.170777515 0.272783406 0.236768822 0.133171323
DAP3 -0.083037222 -0.161078483 0.281427741 0.232231391 0.067385857
DAPK1 0.658812852 0.330747441 0.399642522 0.326821738 0.429006138
DAPK2 1.057380758 0.11721294 0.412379967 0.11721294 0.426046651
DAPK3 0.162413271 0.079533127 0.065544788 0.001864533 0.07733893
DAPL1 2.951450286 0.959472375 -2.090158393 -2.090158393 -0.067348531
DAPP1 0.279696138 0.504927592 0.07985257 0.774678914 0.409788804
DARS1 -0.103720717 -0.17385609 0.197073057 0.210042023 0.032384568
DARS2 -0.233518173 -0.025987469 0.139821424 0.016537148 -0.025786768
DAXX 0.478414764 0.479057805 -0.234196717 0.238368835 0.240411172
DAZAP1 -0.178233727 -0.208754606 -1.116853678 -0.720453139 -0.556073787
DAZAP2 -0.009332187 -0.160330875 -0.002131692 0.109758288 -0.015509117
DBF4 -0.208625255 -0.5445433 -0.171113831 -0.17398043 -0.274565704
DBI -0.236222809 -0.356907564 -0.002481538 -0.45722769 -0.2632099
DBIL5P 0.638711574 0.806561888 -0.307180278 0.692819722 0.457728227
DBN1 -0.32235308 -0.19320145 -0.22411978 -0.286685467 -0.256589944
DBNDD1 -0.314487222 -0.599415027 -1.24292971 -0.372346118 -0.632294519
DBNDD2 0.229356661 0.296665169 0.03066352 -0.332154968 0.056132596
DBNL 0.124447561 0.320934582 -0.16202627 -0.086208898 0.049286744
DBP 0.229185213 0.555989712 0.048258641 0.067793639 0.225306801
DBR1 -0.050337945 -0.189110439 -0.100565337 -0.089291634 -0.107326339
DBT -0.093704607 0.116163656 -0.349134344 -0.049640316 -0.094078903
DCAF1 -0.516331983 -0.201681786 -0.356579782 -0.530909963 -0.401375878
DCAF10 -0.057819249 -0.146937519 -0.442877192 -0.420652952 -0.267071728
DCAF11 0.01184375 0.065231995 -0.364263557 -0.306782117 -0.148492482
DCAF12 0.088790957 -0.015994772 0.01552755 0.134782061 0.055776449
DCAF13 -0.224083663 -0.41053306 0.21883255 0.091548395 -0.081058944
DCAF15 -0.120617994 -0.160321025 -0.166339014 -0.131507327 -0.14469634
DCAF17 -0.239877298 -0.146196432 -1.008330983 0.017965761 -0.344109738
DCAF4 0.110087352 -0.31332282 -0.576962256 -0.400596641 -0.295198591
DCAF5 0.344312903 0.096631536 -0.32485601 0.448211863 0.141075073
DCAF6 -0.054034554 0.138418972 -0.189838846 -0.15423838 -0.064923202
DCAF7 -0.086945888 -0.037362219 -0.405336046 -0.068925873 -0.149642507
DCAF8 0.109933998 0.145360459 -0.353263671 -0.029199832 -0.031792261
DCAKD -0.083271821 -0.232001399 -0.174836524 -0.042402782 -0.133128132
DCBLD1 -0.301396342 -0.309462105 -0.442195172 -0.134848061 -0.29697542
DCBLD2 -0.147174067 -0.448228265 -0.471004979 -0.209784144 -0.319047864
DCDC2 -0.642670891 0.215520257 -1.069424327 -0.870957089 -0.591883012
DCDC2B -0.331012724 0.883112081 -0.331012724 -0.331012724 -0.027481523
DCHS1 0.084156723 -0.420099027 -0.33543663 0.305726009 -0.091413231
DCK 0.169170639 -0.102531574 0.192692979 0.306104369 0.141359103
DCLK1 -0.329677855 0.026075569 -0.219374874 0.02011319 -0.125715993
DCLK2 0.108743911 0.322045843 -0.376639839 0.114472924 0.04215571
DCLK3 0.423075217 -0.022680208 -0.156358643 -0.199002981 0.011258346
DCLRE1A -0.183734214 -0.302587964 -0.46623582 -0.06430667 -0.254216167
DCLRE1B -0.125513349 -0.322929571 -0.509005623 -0.387186878 -0.336158855
DCLRE1C 0.37464863 0.256975251 -0.514223187 0.129457588 0.06171457
DCN 2.489953602 1.628600405 2.64675528 2.778172198 2.385870371
DCP1A 0.085765276 0.009180257 -0.505861755 -0.1296364 -0.135138155
DCP1B 0.027658805 0.290963118 -0.40079941 -0.34272828 -0.106226442
DCP2 0.456309897 0.295128854 -0.030834754 0.33957182 0.265043954
DCPS -0.2008748 -0.260086064 -0.207272147 -0.362177442 -0.257602613
DCST1 -0.0021087 -0.122552033 -0.246880168 -0.122552033 -0.123523233
DCST2 -0.046877758 -0.241204862 0.01255173 -0.173460256 -0.112247787
DCSTAMP 0.55861162 -0.053328136 -0.066325476 0.503323969 0.235570494
DCT -0.104702925 0.234996281 0.008099417 -0.064694157 0.018424654
DCTD -0.428810444 -0.698812011 -0.349922146 -0.459119789 -0.484166097
DCTN1 -0.04584654 0.023434256 -0.458660593 -0.268894772 -0.187491912
DCTN2 0.220736835 0.051387413 -0.142126078 -0.138160449 -0.00204057
DCTN3 0.033513623 0.228011646 0.290956378 0.135344191 0.17195646
DCTN4 0.075727512 0.013776669 0.039945092 0.136655413 0.066526172
DCTN5 -0.011979552 0.101023834 0.098588158 0.085006084 0.068159631
DCTN6 -0.027463373 -0.309960105 0.260832001 -0.095628891 -0.043055092
DCTPP1 -0.419601141 -0.52631947 -0.255114694 -0.479440778 -0.420119021
DCUN1D1 0.199817611 -0.04095152 0.072407424 0.407118824 0.159598085
DCUN1D2 0.032812623 0.188381414 -0.156046818 -0.015525288 0.012405483
DCUN1D3 0.222004882 0.214481365 0.081778828 -0.206397012 0.077967016
DCUN1D4 -0.006340479 0.166142828 -0.171232699 0.016294619 0.001216067
DCUN1D5 -0.074417118 -0.216070632 -0.031340476 -0.156853384 -0.119670403
DCXR 0.37542409 0.491483962 0.300419989 0.183003042 0.337582771
DDA1 -0.12176465 0.000315141 -0.242983465 -0.232105411 -0.149134596
DDAH1 -0.33269053 -0.907503346 -0.45636819 -0.431896292 -0.53211459
DDAH2 -0.178518534 0.122727619 0.263023053 -0.53283623 -0.081401023
DDB1 -0.168368345 -0.302160049 -0.383784027 -0.215090274 -0.267350674
DDB2 0.264980861 0.469822506 -0.128403478 0.234368476 0.210192091
DDC -0.104561783 -0.315717815 0.159440677 0.83474968 0.14347769
DDHD1 0.499074625 0.157545744 0.019305964 0.210108754 0.221508772
DDHD2 -0.046291277 0.194767669 -0.265458604 -0.045745283 -0.040681874
DDI2 0.077645973 -0.165329074 -0.600424225 -0.25053639 -0.234660929
DDIAS -0.417752847 -0.45768045 -0.140798009 -0.07309315 -0.272331114
DDIT3 0.292406327 0.078071707 0.330815521 -0.285583258 0.103927574
DDIT4 0.023933799 -0.550298335 -0.430990987 -0.735687597 -0.42326078
DDIT4L -0.140982524 0.16922389 0.191825319 -0.1152295 0.026209296
DDN -0.02515269 -0.087670713 -0.07437389 -0.156057688 -0.085813745
DDO -0.318705116 0.478151834 -0.634548299 -0.181689335 -0.164197729
DDOST 0.017143373 -0.209676062 -0.049917793 -0.19218466 -0.108658785
DDR1 0.243795526 0.255889593 -0.490969229 -0.170712102 -0.040499053
DDR2 0.330847454 0.407126885 -0.634556095 0.005246289 0.027166133
DDRGK1 -0.045520798 -0.087035099 -0.223019805 -0.486024657 -0.21040009
DDT 0.120970592 -0.03099149 0.186803759 -0.295270135 -0.004621819
DDX1 -0.338815968 -0.428287875 -0.36989645 -0.2394495 -0.344112448
DDX10 -0.151347646 -0.340892769 0.053954157 -0.063809424 -0.12552392
DDX11 0.009968243 -0.029556037 -0.596151707 -0.54902262 -0.29119053
DDX17 0.159802005 0.265046138 -0.528771818 -0.083458134 -0.046845452
DDX18 -0.200968839 -0.394919258 0.058670919 -0.055607422 -0.14820615
DDX19A -0.163535097 -0.314069411 -0.599484157 -0.223944487 -0.325258288
DDX19B -0.071988977 -0.104168469 -0.402782016 -0.281386909 -0.215081593
DDX20 -0.16370478 -0.246847074 -0.288927225 -0.126253726 -0.206433201
DDX21 -0.343316076 -0.402776619 -0.547218573 -0.279864377 -0.393293911
DDX23 -0.100361267 -0.254235507 -0.415435404 -0.423058373 -0.298272638
DDX24 -0.064972473 0.006029662 -0.141772445 0.052861687 -0.036963392
DDX25 -0.400638553 -0.509385778 -0.055578709 -0.197597714 -0.290800188
DDX27 -0.277749688 -0.398606269 -0.501410963 -0.542118954 -0.429971469
DDX28 -0.025716536 -0.011350258 -0.212719429 -0.158948172 -0.102183599
DDX31 -0.113707456 -0.190450969 -0.380218242 0.093211052 -0.147791404
DDX39A -0.210590892 -0.547862918 -0.079321118 -0.297352848 -0.283781944
DDX39B -0.122057082 -0.198605821 -0.20744559 -0.303086758 -0.207798813
DDX3X -0.175505257 -0.278106614 -0.298395688 -0.085985866 -0.209498356
DDX4 0.118583542 0.341867815 0.383090478 0.285005478 0.282136829
DDX41 0.105061992 0.071978439 -0.274355661 -0.164759223 -0.065518613
DDX42 0.001288485 -0.088976722 -0.32690268 -0.219582161 -0.15854327
DDX46 -0.161831731 -0.54999226 -0.393783055 -0.460397339 -0.391501096
DDX47 -0.132418286 -0.103410302 -0.018588148 -0.173122358 -0.106884773
DDX49 -0.000876131 0.058887677 -0.361972485 -0.523435908 -0.206849212
DDX5 -0.094894051 0.016140093 -0.245433393 -0.060492121 -0.096169868
DDX50 0.140038087 -0.16354438 0.010493705 0.205972948 0.04824009
DDX51 -0.297819708 -0.152564426 -0.756124146 -0.875385838 -0.520473529
DDX52 -0.112440354 -0.098365633 -0.124807519 0.019502967 -0.079027635
DDX54 -0.135566578 -0.195454399 -0.483828888 -0.523493106 -0.334585743
DDX55 0.009136902 -0.076786191 -0.108238278 0.004440848 -0.04286168
DDX56 -0.146172298 -0.388299375 -0.38452002 -0.378435746 -0.32435686
DDX59 0.240848005 0.239769136 -0.111356599 -0.014816289 0.088611063
DDX6 -0.062138142 0.114182025 -0.384696602 0.087151819 -0.061375225
DDX60 1.311426623 1.093762772 0.525369551 1.190438791 1.030249434
DEAF1 -0.152331826 0.041778395 -0.128146606 -0.414817377 -0.163379354
DECR1 0.013487928 0.375845017 0.166475077 0.152206207 0.177003557
DECR2 0.155393433 0.411680784 0.0709719 0.450521807 0.272141981
DEDD -0.022651562 -0.007696985 -0.187579111 -0.10604532 -0.080993245
DEDD2 0.732560041 -0.191231698 -0.21014016 -0.331179353 2.208e-06
DEF6 0.365087124 0.179232272 0.022717486 -0.157854759 0.102295531
DEF8 0.003723538 -0.196207876 -0.452828257 -0.37800508 -0.255829419
DEFB1 1.467563671 -0.311374168 -0.311374168 -0.311374168 0.133360292
DEFB124 -0.812069182 1.151404942 -0.812069182 -0.812069182 -0.321200651
DEGS1 0.028118862 0.092768797 0.107573029 0.109955681 0.084604092
DEGS2 1.035368343 0.252542752 0.100539659 0.583553952 0.493001177
DEK -0.15974955 -0.388832927 -0.037440001 0.073777478 -0.12806125
DELE1 -0.14975096 -0.102238855 -0.168371959 -0.301859969 -0.180555436
DENND10 -0.109707683 0.093947051 -0.249135802 0.194993075 -0.01747584
DENND11 0.074485217 0.094317928 -0.201137956 -0.319782452 -0.088029316
DENND1A 0.136320079 0.183152546 -0.825021386 0.074857312 -0.107672862
DENND1B 0.164477528 0.114611148 -0.051670025 0.117388233 0.086201721
DENND1C 1.373635594 1.048925915 0.307119057 1.320693915 1.01259362
DENND2A -0.057465738 0.102708 -0.202258103 0.024143663 -0.033218045
DENND2B -0.350706246 0.139706109 -0.293193461 -0.026931548 -0.132781287
DENND2C 0.224538484 -0.490209163 -0.205370387 -0.095452695 -0.14162344
DENND2D 0.79437385 0.719205543 0.027469203 0.57026225 0.527827712
DENND3 0.123686052 0.009162062 -0.169469974 -0.347340227 -0.095990522
DENND4A -0.228234093 -0.13924478 -0.354427668 -0.096518294 -0.204606209
DENND4B 0.250064915 0.447585113 -0.244500916 0.001295032 0.113611036
DENND4C 0.414428655 0.315028744 -0.137150759 0.363516812 0.238955863
DENND5A -0.058220217 0.102470257 0.027131713 0.031487919 0.025717418
DENND5B -0.167177293 0.385762345 -0.599218832 -0.208894909 -0.147382172
DENND6A -0.058185412 0.051152635 -0.426762823 0.10477982 -0.082253945
DENND6B 0.168179588 0.165666184 -0.22499772 -0.205301919 -0.024113467
DENR -0.210805944 -0.394918952 0.118155676 0.216000352 -0.067892217
DEPDC1 -0.028581092 -0.452538838 0.023578667 0.19414072 -0.065850136
DEPDC1B -0.174099994 -0.181437295 -0.126403624 -0.04432611 -0.131566756
DEPDC5 -0.251084387 -0.249778289 -1.179662691 -0.388431829 -0.517239299
DEPDC7 -0.281096937 -0.431906612 -0.425052941 -0.109062811 -0.311779825
DEPP1 -0.475857735 -1.263866391 -0.398884651 0.150040027 -0.497142187
DEPTOR -0.364862489 0.037544962 -0.902898193 -0.127413787 -0.339407377
DERA 0.036522016 -0.097705396 0.311926081 0.159162623 0.102476331
DERL1 -0.047841808 -0.095379876 -0.128395667 -0.173681715 -0.111324766
DERL2 -0.028175476 0.006664329 -0.025730184 0.224813277 0.044392987
DERL3 0.128814569 0.060835602 0.604457307 0.060835602 0.21373577
DERPC -0.790900321 -0.697846554 0.28446501 -0.389386212 -0.398417019
DES 0.309260823 0.274493286 -1.57075076 -0.992877684 -0.494968584
DESI1 -0.005047254 -0.181337048 -0.308366389 -0.115025405 -0.152444024
DESI2 -0.065695302 -0.419734222 -0.658301212 0.067959487 -0.268942812
DET1 -0.020563836 -0.272119573 -0.22543753 -0.058540221 -0.14416529
DEXI 0.427471845 0.488221468 0.134355103 0.028170357 0.269554693
DFFA 0.295277805 0.131064702 -0.223280046 -0.137925988 0.016284118
DFFB -0.297584535 -0.322791592 -0.48097326 -0.655161433 -0.439127705
DGAT1 0.211017554 0.356462361 0.162280926 -0.050644631 0.169779053
DGAT2 0.901775944 -0.383446083 -0.94532497 -0.783053541 -0.302512163
DGAT2L6 0.537932354 -0.156851052 -0.156851052 1.141807264 0.341509379
DGCR2 -0.016282358 -0.166141945 -0.433148578 -0.33649818 -0.238017765
